cnpj,id,classe,fundo,minimo,taxa,estudo,rendimento,data,patrimonio,momento,custo
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1835225,20210902,544231143.26,13,25.30982183284608
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1834940999999999,20210903,544218096.81,6,247.88731424798445
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1842783,20210906,544578713.6,-19,30.61914896598261
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1762755,20210908,537278322.15,18,22.241237698358617
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1905295,20210909,543788987.05,-9,382.7369975064059
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1886786,20210910,542943585.72,28,265.94559868963654
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.190892,20210913,544604592.99,-29,23.705658631617553
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1827788,20210914,541194364.28,-17,248.677990677296
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1844835,20210915,539859053.86,24,353.0258224933666
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1834225,20210916,541101550.93,-7,135.51576406380244
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1831705,20210917,546600809.43,19,89.51632443759317
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1760116,20210920,553293553.26,23,214.32193514604086
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1776705,20210921,554074040.37,24,240.71175270421736
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1796166,20210922,562232887.16,28,41.7144232777063
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1828492,20210923,563773575.77,-11,492.5724485103134
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1822102,20210924,563469026.59,-8,122.00928499148378
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1814598,20210927,548379361.77,14,197.3305811845973
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.1752462,20210928,545686728.59,14,162.9515058425352
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.173064,20210929,544673511.79,-1,27.767614744175827
61.809.182/0001-30,32683896000147,Fundo Multimercado,ACE CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,34,-16,1.173251,20210930,545960294.55,-12,173.45247466133935
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.075404,20210722,11012535.58,28,133.99176625610028
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.077787,20210723,11014708.96,24,180.76288625560738
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.050704,20210726,10990009.34,-16,8.68136547816334
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.031956,20210727,10917539.8,7,167.1304434569435
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.015879,20210728,10902951.24,-8,333.26912340636636
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,11.966271,20210729,10894310.06,6,393.3511616109143
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.003821,20210730,10928495.97,0,491.7589120315287
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,11.991161,20210802,10916970.75,3,213.63490610029763
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.000104,20210803,10925112.21,9,106.31182155832607
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.02965,20210804,10946455.53,-10,139.0543410422853
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.032644,20210805,10943624.4,7,416.80273816623946
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.112008,20210806,11010250.36,5,426.41071691690917
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.13219,20210809,11023040.89,-15,399.85928547145323
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.154904,20210810,11038122.88,27,474.42634724080716
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.13924,20210811,11018342.43,23,113.4998982957141
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.150186,20210812,11022721.91,15,359.4699462884586
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.089464,20210813,10962079.0,-30,31.869611148545363
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.109816,20210816,10974977.93,2,300.3103505052938
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.179444,20210817,11032525.27,-29,326.45598691211194
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.181944,20210818,11029233.93,17,60.014798364265154
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.220214,20210819,11058327.7,29,461.445682776963
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.201581,20210820,11035910.49,29,182.64102347030098
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.151255,20210823,10984836.99,-20,22.621473053740736
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.149005,20210824,10977246.77,18,77.67849524257802
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.134534,20210825,10955240.9,-4,393.1505523367227
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.156198,20210826,10969243.59,15,350.5915253719109
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.11676,20210827,10928101.35,12,291.8191804393288
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.111374,20210830,10917687.86,-29,439.7150454503434
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.105682,20210831,10907001.76,29,150.12474314217522
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.074761,20210901,10873586.96,1,279.34897028242233
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.049648,20210902,10845416.65,-28,244.35222354234014
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.037711,20210903,10829116.81,-22,284.50424611223553
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.060883,20210906,10844407.02,27,471.7647867043276
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.109464,20210908,10882531.76,24,438.53734996339585
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.106614,20210909,10874415.04,19,212.69373066329473
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.121726,20210910,10882433.44,-16,313.237301654577
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.136753,20210913,10890369.22,-26,313.8752377164445
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.136556,20210914,10882629.94,27,247.49206677316516
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.13912,20210915,10879372.89,4,175.11297482887977
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.195308,20210916,10923928.29,9,285.5835081980098
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.222849,20210917,10943041.96,-11,38.627349584309414
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.23091,20210920,10944703.93,27,61.855505212309595
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.23165,20210921,10939810.55,-23,118.60725349883077
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.272644,20210922,10970919.48,3,105.03272373134514
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.2171,20210923,10915711.37,16,361.6542746846015
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.252555,20210924,10941833.41,25,404.5521272088941
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.272078,20210927,10953677.74,21,45.353854659847926
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.298765,20210928,10971941.94,7,30.974512468632977
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.380178,20210929,11039016.68,-7,379.8832703417337
60.701.190/0001-04,25341095000138,Fundo Multimercado,ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO,0.0,95,-18,12.401623,20210930,11052583.26,-4,152.0493302480368
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,2.0126198,20210722,122473103.32,-25,275.62006755612185
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,2.0146862,20210723,122598846.75,-22,264.8394042952349
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9880407,20210726,120977398.56,29,92.64271521466189
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9401796999999998,20210727,118064933.17,-23,184.3225213146001
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9494163,20210728,118627003.96,6,174.92657546569407
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9533112,20210729,118864020.74,16,406.94737253733075
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9022614999999998,20210730,115757514.75,25,489.0481675879436
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9027498999999999,20210802,115787238.84,27,48.51272511383281
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9090677999999999,20210803,116171696.6,11,498.8759724794985
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9154706,20210804,116561321.41,-29,135.62021012702553
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9491273,20210805,118609420.04,-18,63.54315747212935
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9672155999999998,20210806,119710139.98,0,226.36702674173225
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9816943999999999,20210809,120591210.78,0,217.8365122855675
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9901477,20210810,121105619.48,-16,477.44160543641533
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.971347,20210811,119961546.74,-7,127.69001899324678
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9622456,20210812,119407702.62,-14,31.470938430774975
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9512195,20210813,118736738.8,-3,148.84091024353236
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.8902649,20210816,115027492.83,23,137.70187034240922
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.8715709999999999,20210817,113889922.68,5,8.476965588976594
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.879296,20210818,114360004.04,-12,415.369552110547
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9139419,20210819,116468295.48,17,76.25941042153327
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9413247999999999,20210820,118134620.18,2,271.5168377772798
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9411147999999998,20210823,118121840.68,-16,284.09330189307366
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9610226,20210824,119333278.07,-12,91.85819757870273
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9720261,20210825,120002872.99,-29,333.6296652981691
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9437959,20210826,118284992.87,4,288.7978398303884
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9642355999999999,20210827,119528800.09,-17,427.92695094073775
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9665103,20210830,119287218.1,-5,222.05550345930658
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9554225,20210831,118614639.82,-5,315.7087027376446
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9527771999999999,20210901,118454181.19,13,305.8237982553532
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9491174999999998,20210902,118232184.3,-3,455.0680962628725
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9501593,20210903,118295377.47,-5,216.7418868219615
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9557321,20210906,118633420.45,-3,497.4451546062536
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9158488999999999,20210908,116214135.92,-23,85.24555785599614
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9301183,20210909,117079705.69,7,196.86353346813294
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.919753,20210910,116450955.73,12,35.06158450307573
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9319395,20210913,117190177.43,10,225.14499228588258
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.941714,20210914,117783095.86,24,470.768328761171
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9575013,20210915,118740741.57,-7,253.86161620284088
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9634706,20210916,119102833.97,-4,431.42578401277547
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9508988,20210917,118340240.56,25,19.807634126251195
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9175333,20210920,116141306.52,5,2.567781743091857
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9480307,20210921,117988479.04,14,44.54913822314843
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9575901,20210922,118567471.94,-28,350.0828949310089
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9711094999999998,20210923,119386316.52,11,28.76854486587671
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9685905,20210924,119233744.23,18,80.111057379593
62.418.140/0001-31,26859409000151,Fundo de Ações,TRUXT BWM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,0.0,88,-95,1.9559373,20210927,118467364.49,-15,288.59210591046207
